run_id,fecha_hora,msg_id,subject,pdf_elegido,cufe,numero,fecha_factura,zip_match,estado,duracion_s,nuevos,enriquecidas,fuente,error
20260317_132908_cb860ce7,2026-03-17T15:43:11,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYUK4iAAA=,Aprobado- Factura  -  FE 1991 - Radicado 191181 - SERVICIOS LOGISTICOS DE INGENIERIA SAS - 328 SC_FDT_DAMASO - NA,fv09007230230082600000044.pdf,e69c95b12de2389651360d10e964f6f36610f008456e9c2bb21533dd7cdd38289abf3c5f900c8dc10d3adb21f6f84315,FE1991,2026-03-16,z09007230230082600000044.zip,ok,22.57,7,7,CUFE,
20260317_132908_cb860ce7,2026-03-17T15:43:30,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYBP5HAAA=,Aprobado- Factura  -  FE604 - Radicado 191177 - INEICA LIMITADA - Red Férrea Atlántico - NA,FE604.pdf,fd2682b8e651e102e81360dd93676b5a53bd9a0bb607e7ac7f46aac41aba212bd1459154edc22555a4aa4f19270ecc50,FE604,2026-03-09,FE604.zip,ok,18.316,7,7,CUFE,
20260317_132908_cb860ce7,2026-03-17T15:43:49,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYBP5GAAA=,Aprobado- Factura  -  FE605 - Radicado 191178 - INEICA LIMITADA - Red Férrea Atlántico - NA,FE605.pdf,8c12276e1e1d8455fa71f45a17ec1fa112d4f9d50b78f99c999f9382930061e1ca4243cf49e94765be53a96c5d4d1ef8,FE605,2026-03-09,FE605.zip,ok,19.641,7,7,CUFE,
20260317_132908_cb860ce7,2026-03-17T15:44:07,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYBP5FAAA=,Aprobado- Factura  -  FE607 - Radicado 191175 - INEICA LIMITADA - Red Férrea Atlántico - NA,FE607.pdf,6211bcc5bd3e5104b3c7dc754146d228f707b762890c8c1a1c4ac92e1ce88b335ce763030cf819c8bbad1105ba67d6a5,FE607,2026-03-09,FE607.zip,ok,18.095,7,7,CUFE,
20260317_132908_cb860ce7,2026-03-17T15:44:25,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYBP5EAAA=,Aprobado- Factura  -  FE606 - Radicado 191176 - INEICA LIMITADA - Red Férrea Atlántico - NA,FE606.pdf,b58c1f1ac50bd0c20a9a6f9177ef8be5c0df739ee8141783f788ec46718e25ee2b0d6bb85e42ae92d2596ac3bb52ae3f,FE606,2026-03-09,FE606.zip,ok,17.397,7,7,CUFE,
20260317_132908_cb860ce7,2026-03-17T15:44:43,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYBP5DAAA=,Aprobado- Factura  -  FE608 - Radicado 191174 - INEICA LIMITADA - Red Férrea Atlántico - NA,FE608.pdf,a144aa408112f34b019965298998eb6d9bebc7976cca460772a7ec693ed10abfab3ef4036594d78963948a3a8551f9db,FE608,2026-03-09,FE608.zip,ok,18.395,7,7,CUFE,
20260317_132908_cb860ce7,2026-03-17T15:45:02,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYBP5CAAA=,Aprobado- Factura  -  EALT 17952 - Radicado 191173 - INVERSIONES BIENES Y SERVICIOS SAS - Red Férrea Atlántico - NA,fv09010093500082600000a1e.pdf,3cb45ce04737fb9ca91645b73b82b11ef0bd4054da172d60bf2a2f0d34b897f6b811a29e85b67432835e2f94c63be5ff,EALT17952,2026-03-16,z09010093500082600000a1e.zip,ok,18.552,7,7,CUFE,
20260317_132908_cb860ce7,2026-03-17T15:45:22,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYBP5BAAA=,Aprobado- Factura  -  COL1106 - Radicado 190787 - SITECH DE COLOMBIA SAS - Dirección administrativa y financiera -Tics - NA,COL1106.pdf,47c1aa9232e43e2ed2184675d3a213144345d0c9b8d0f2a63b74b3c185db521dabae0bbe103879d423f638f3ca068f22,COL1106,2026-03-03,ad09003521850002600000212.zip,ok,20.455,7,7,CUFE,
20260317_132908_cb860ce7,2026-03-17T15:45:42,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYBP5AAAA=,Aprobado- Factura  -  FBE165191 - Radicado 191146 - LABORATORIO CLINICO COLMEDICOS IPS SAS - 328 SC_FDT_DAMASO - NA,FBE165191.pdf,fedeaceeaeddcedc1cbaedeaecc39885015feca20260210dce1010049747eeaccdcdaaa0ecedeedeaecdeadeeeedeaed,FBE165191,2026-02-10,ad08000491040712652382577.zip,ok,19.522,7,7,NUMERO:FBE165191,
20260317_132908_cb860ce7,2026-03-17T15:46:03,AAMkADkwZmQ0YTA5LWE0M2MtNDk3Ni1hMzUzLTE0OTQxZDcwZWExMgBGAAAAAADJoyAzIWZBQakanooks8Z-BwBz4_gG-XGLQKeK0wIDJ6A7AAV36zxOAABz4_gG-XGLQKeK0wIDJ6A7AAWYBP4-AAA=,Aprobado- Factura  -  DWH1 158540 - Radicado 190771 - HOSTDIME PREMIER GLOBAL DATA CENTERS - Dirección administrativa y financiera -Tics - NA,FV09000403460112400158540.pdf,f78c07e5ff386aa05b338225a9305390176618202e0d2744f582a4e5f477f92d607b8131ddfcacb4e5917bd958730ed4,DWH1158540,2024-03-26,z09000403460112400158540.zip,ok,20.98,7,7,CUFE,
